,ENGoogleTranslate,finalLabel3Classes,target
8783,doto worry that announce you for kero space with you walk for rellop so that you get better,POS,1
8784,bali ma teeth,POS,1
8785,gtely of infitations of infralization rsponsible for brands and busnesos and in vulnerable positions in terms of social attacks othelassally advocate for him usual our personal handlesbut trust me shaada speaks for the least of men,POS,1
8786,follows home hicc thuri day daway including jeh fans singing together the worker says lot,POS,1
8789,but for your eyes only with some dragon children and ninaj while listening to one,NEG,2
8790,you are my baby you do in roman dont of what is livestream for this,NEU,0
8791,brold kacad kacada and stuffed thehole thing in my mouth and was told it was stuff hours am taken home and didon even knonw hours hours hans undry remember ive even lived on tap cz thirsty sooo wanted to swallow with the pipes,NEG,2
8792,for the marrizing you jux pulled behind the house and plate comes then nexti stop get water for washing hands,POS,1
8793,is that when criticize leaders of tebelland or tenalseland am citicomylatyland amgicid or tebraed of tenalseland am citicicit or tribalismist,NEU,0
8794,has already shoot kaaa boy,NEU,0
8795,is wearing the heart and hear your wife comforting child to keep silent knife its sad,NEG,2
8796,is concerned you want to start paying will be aware of people who can never get on how to do the sticks,NEU,0
8797,the man is loved of the prored of you jah prayzathank you weda maya,POS,1
8799,can somey differentiate cerruuption and link of the count,POS,1
8800,mifs have this,NEU,0
8802,even if its laptop top top high end pa thomas thomas whis what can be the cost of appa is there no laptop for kd usd,NEG,2
8803,thats presu yvi bangin sms dabugher bt yo wnt to marry virgin ma virry virren ma virgin ma virren ma virren ma virren ma virren ma virren ma virgin ma virren ma virren ma virgin mai virgin ladies virgin ma virren ma virren ma virgin mai virgin ladies virren ai wnt to marry virgin ladies virren ma virgin ma virren mariv,NEG,2
8805,gazed of this blaz,NEG,2
8806,hey its friday everyone to the pharaoh,POS,1
8807,which poverty are you talking about in the book dont right there is there is poverty in zimbabwe except in harare harare had that povely that is sure sanctions affected big cities,NEG,2
8809,what is just like me love chews chetuntely canz am an eployed scores if you had stopped getting dressed up to you moneybega have made money have bought smart catsual it wont yotitude or pocket pair of chisos clean shirt and thats it,NEG,2
8810,shadaa spoke you of virirgins here in already engagement of positions,NEG,2
8811,its triky surtuation say this shomik you shikt contily eg komiel eg key of you and decide on the way feward its unfortunate to people change in marriage and its something to live with,NEG,2
8813,of the wealth you are kids you children reinforce your achievements or lifted up your finger if they are built with us and make mastery,NEG,2
8814,give the people salary enough for finish and clear not to crazy you say,NEG,2
8815,hahahaha would you dont bother you make you in scream cute,NEG,2
8816,is the father at your home before the if brothers just come on you like you likes like you like you likes you like you likes for you likes for you as the sunsa uninstitable for sanunicate and madge madam kaita and the life difficult for everyone dis dys people will not let the ticks,NEG,2
8817,skin care is self care products body lonstabbean lily face and body scrub berry ferling face peshered maskgold face and scrub wonders harare zimbabwe,NEU,0
8818,but you have already eaten in waposter this famine and to influence it now,NEG,2
8819,aaah in harare vathale against someone who is nice person ateks people people leave them,POS,1
8820,glock me but who wants to stop eating my sana and be tied up with spicy crops,NEG,2
8821,haursliseel so true that the first bosses did not rob the ict minister,NEU,0
8823,or money has already multiply wont lose all,NEG,2
8824,free our mps job sikhala and godfrey sithole and others deteers of the queka freethemnow,NEG,2
8827,breaking new sanctress rhodabite mrs kosakom maych hoof of the popular paraffin drama series has died more details to follow hmetro,NEG,2
8828,or invitation to say whatever didnt tell you kaa people,POS,1
8829,ahhs hard what watched the baby she calls if you are comformable please please,NEG,2
8830,is already worthy of,NEG,2
8831,people made history configuration with the backs on level,NEG,2
8832,is ring but children for year in the middle of md romance with him,NEU,0
8833,good mood don foreget to secure your day trign to eventucut to the transes of transportjusty boot cubsva you wanna come on your own etrance is free cruise,POS,1
8834,is better not to come on to come like this goodnight wh,NEG,2
8835,young mortar is the mim plieee man of fow works but action,NEG,2
8836,was already asked for me,NEU,0
8839,thieves,NEG,2
8840,gamemember jonto is boim show face trail unfortentely he is hireing in exile fitting,NEG,2
8841,may all zanu pf just died,NEG,2
8842,watch harare florist chronicle hear journey in the flower industry lynnn,POS,1
8843,is that nobody suddenly becomes friend or has baby so as not to put cooking point,NEG,2
8844,chava woeeee dont stop the attime loma loda counter from thouq and you,POS,1
8845,was that saying didnt do the register to voreters would claim this account of trouble,NEG,2
8846,brother age the vesequences of billion gdp and zanu pf theory and zanu pf theory devely is usseless when they make children of lon mask they will knowst of rrapist is important entrepreneurtshiip is just shaded for the bank of our bank and not support such,NEG,2
8847,the ayva direct flights from calba tallis bulava route the aga tren untori roova the age out mefts on theiw website,NEU,0
8848,tik tok you should only be closed with the father to lose the quality,NEG,2
8849,that was an awesome clap back people who are not busy,NEG,2
8850,shadaya vanan is better than one who has earned his reward,POS,1
8851,mine wast have placed on flight mode until it is,POS,1
8852,hahaha so you want to influence people,NEG,2
8853,guys am not ok yesterday wondered the child to come to sleep over the shower and god few,NEG,2
8856,is able to answer the father,NEG,2
8857,achaster in the first place need to reproduce people with names,NEU,0
8858,says hake varygas greatest hitting six times day,POS,1
8859,mean citizenot choto no witboard the seat to look for maccc is big lrowing everyday,NEU,0
8860,haiwa xxxa ma joki anoti kana ave nema followers ofunga kuti they can be higher than thatwe are talking of whole state security joc lead by himself failed dismally after wasting millions to destroy amp wozoti kachembere in uk,NEG,2
8861,flash demon in chitungwiza calling for the release of job sikhala godfrey sithole and the nyatsime from chikurubi maximum prison,NEG,2
8862,but with heth is by hamen in south africa so human governments support the home is home your mina is home and you cant dares coz of being poor,POS,1
8863,shadia electricity electricity,POS,1
8864,with problems with my father,NEG,2
8865,the stock of business events venues in harare is set to increase when the new afreximbank african trade centre is opened in harare in construction of the project commenced last week at the site which is bounded by livingstone amp herbert chitepo avenues amp seventh amp eighth st,POS,1
8866,ah isa sit at home,POS,1
8867,is this kaa,NEG,2
8868,stay up to date with all things things for good follow us weveriliver harare tuesvibes,POS,1
8869,go for his dm people rums dont have to leach mascreen shots,POS,1
8870,ga man is proreder hence the pocket matters you can naver be man can and povida whisk lies in the pocket secondly of talking about the trolling that shadaa does and his fanbase is people of your caliber,POS,1
8874,car in harare is not luxury what to manage is the brand you buy and the size of the engine and the size to your pocket,POS,1
