shona,target
honai uyu ari kutoramba,0
mbadzano maprovince kufunga a kuvaka harare bulawayo masvingo mash central nemash east roadshows inosimudzira ese ed led 2nd republic musi wemugovera 24 gunyana tinenge tiri kwamutare manicaland come through be empowered,1
best tenda kuti ndinouya ndakapfeka zvibudura vest nemaflops chikuru kusvika,1
ndakamborasika kuzimre park kusvika ndabvunza munhu that question,-1
taura hako ndaigara ndiri baba,1
ko kana akadyiwa ne vanhu vekuziva woudzwa nemunhu wekuziva varume vanoziva mabudisirwo avanoitwa zvinhu izvi,1
ufuze wena umzukulu congrats to her kuhke lokhu baba kanathi,1
nzira yevanhu nzira ye mota ne nzira ye mombe ngoro kana kuri kumusha ngazvisakushamisei,-1
unenge uchirwa nevanhu vausinga tombozive kuti vakurwa newe always pray vanhu,0
are you in gweru,0
ndakaendako last week hanzi tambomira nekuti vanhu havasi kudzorer zvikwereti,-1
abofarisa uyu,0
wakufarisa manje uri mwana mudiki sterek kuti unzi warohwa nemheni,-1
if this chokuda guy is left at parliament then hakunakuenda se zimbabwe munhu ngaabviswe uyu he and his team are a liability hameno kuti malaptop emac murands anongoda kuziva zvangu here,-1
chikuru kungofukura ikoko zvekubata mvura imwe nyaya,0
definitely ama 2000 hakuna munhu akadya sadza re kenya anoitwa izvi we grown ups now,-1
uri kuziva wani,1
lol kudya sausage,-1
with the rate at the people migrating pakaipa i 4 c disaster vana varwadziwa and hapana arikusara vapfana varikurova nurse aide dnt thnk they wl stl be around by the time of elwctions next year,-1
wangu zvese ndezvekuita kuudzwa na shadaya kuno,-1
if not mistaken you are part of chiwenga chiziva kuti ndezvepano pasi pano kurarama akaita dai waitenda kuna mwari wangu mashoko akadaro asi nekuti muri va satani ndinogadzirisa zvinhu zvose,1
ehe shaa sadza rine ma emotions mukati,0
taura waunoona iwewe kuti ndiri kutaura zvandoziva vana vavo vanodzidza kupi vangu gov xool vavo varipi saka bring your argument with real facts kwete kunanzva ma mp nekunyepa,-1
chichinotadzisa vanhu kushandisa ma tools iwano panguva yacho,0
vanhu vanenge vaine nzara kunze uko,-1
asi vanoda kusheyana apa mari yaanayo shadaya dzidzai kana kuparara,0
asi ndiri pa mukoma iya im worried zvikuru nekumera kwemaoparesheni ekumashure pharmacy semuenzaniso muna baines street muharare hamufunge kana brain ikuzei rive rive rive rigasi rive rigas 37 we pane chero chero upi zvake pane zvaanotaura,1
chamisa is man of the moment like it or not wakushaisai hope,1
chimwe chinhu chichauraya vanhu vakadhibha ipepsi ha sinhi ha riite iri,-1
iri i out baba,1
tamirira album baba,1
i don t agree vana vaed vakapusa here matwins aya,-1
vanhu vaya vanoongorora don t date varsity gireche rakatombodzidzawo here,-1
and she will do it again and again,1
regai vanhu vaite havooo hameno,-1
ana baba e muri sei,1
dzokera kumba kkkk,1
call app premier billiards 263776801736 tichakutengesera pool or soccer table totsvaga muharare tokuvigira zvino kudzorerazveusd100 usd3000 ne10 20 gore rino hupenyu hurefu,1
uyu wave mpunduru,-1
there is a lady behind baba harareæs key boad akambozvitaura akati toita space ere remashoko akabva aenda ziii we know its normt you babaharare1,0
chimwe che chinhu chinoitika kuti vanhu vachivenga ccc imhaka yehvarwi,-1
hmmm ahh pakaipa apa but anyways love language dzosiyana lol,-1
ndeipi salary yako nhai mwana wevhu,0
becoz ice cream haivagutse vanhu vanenzara vangu,-1
hauziye kuita mukurumbira pano paunoshuma kana jah prayzah akapara mhosva,1
angoita nzara anomhanya nedrum rake paroad zvatopera ndozvatogara tichikuudza asi hauterere kwauri vakambozviona here,-1
hauna kuroora wakaroora here ikozvino ndanzwisisa kuti sei uchipupa furo uye nei uchinyora dissertation uchinyomba shadaya,0
vanhu vanokwira mukombi ne pizza kudii ikoko,-1
hanty muri nyama imwe here,1
ndeapi manzwi anorwadza 1 it s over 2 doro rapera 3 chikafu chako chadyiwa,1
nzara yakaipa akomana ccc ndoyaitasei fokofo wako iwe,-1
changamire unodada newe here,1
huya kumba shaaa,1
wavhiringwa nebitinglish ka ini anogara akandivhurisa duramazwi blaz uyu please be kind,1
mateacher was going to be a different story if we dealt nevanhu vakuru zvino vana moyo unobva warwadza imagine this september grade 7 are writing with this atmosphere pazvinodayi pamuti munyoro kuzoti the marginalized rural child,-1
kana iri ndoyandiitira bongo maffin and more magadzirira guta here munhu wese ku harare 7 9 gumiguru,1
inini my ex akandiwanira basa munenge muchimbodanana ne vanhu vakadai kana kuti zvakapera sei,0
usade kutyityidzira vanhu iwee,-1
true vanhu takatosiyana even mawaniro,0
uri muharare mazuvano,1
haa mambo shadaya vanokusiya uchizvibvunza mibvunzo yakawanda wanda ukabvuma kupusiswa nevakadzi,-1
uchiri mwana,1
ccc yakati ine musi waroorera saka yatakamiriraàmukaziva kuti chamisa haisi type yepolitical leadership zvinogadzirisa zvoseàvanhu vanobvunza mutendià,-1
hutengesi hweikowo iwe thatæs your tricks kana muchida kuponda vanhu munoti hatikuzivei here chakatengeswa chacho chii tiudzeika,-1
define borehole zvajah chaizvo hapana chaunoziva nezvemukadzi you think shadaya akaona kababy kake karika virgin and if yes you think they not having sex vakamirira marriage,0
sadza nenguruve harina kunaka,0
ndafunga kuti yakaparurwa pamazowe satellite station zimsat 1 inoratidza nemaengineers akauya nekyushu institute of technology irikujapan uye ichaparurwa nejapan aerospace exploration agency kujapan isiri kuparurwa muharare kana mazowe okkkk ipapo zvinotipa sadza,0
chokwadi chaicho sadza harichanake kwangova kudyira kuti tiwane pekuisa doro,1
batai vanhu,1
tongai baba tinemi,0
aaah iwe vanhu ava vari dangerous vakubvisa ma ring vauya ku campus ava,-1
shamwari stress irimuno unogona kumukira kunosiya mwana kubasa wonanga hako kucreche,1
haaa inini ndaa bhoo neairplane mode econet tinyareiwo muri vanhu vekuziva,-1
vanhu mukuona nyama kaa imi,-1
ko mota dzamakavhara vanhu pa byo apo how far,0
akadaro musikana ane nzara,0
chow it baba,0
tichipo and vanhu vedu vachiri kudadisa,1
handimuzivi iyeye ndiani iyeye ccc inoona nezve harare,1
boreholes vakunzwa kutsva mumoyo kuita godo kutadza kudya,-1
nyadzisai munhu uyu papa,-1
ndiye mukadzi vangu chete uyu mjolo ndakasiira ma2k,-1
sa twitter is whole vibe because vanhu vacho they enjoy little things team zimbo kungo deepisa basa basa,1
chekuma 90 s chaiva chakazara nyama uku kwatovakubira vanhu uku where is ccz,0
vanhu vanonzi vana terrence vatori a menace to society shuwa,-1
blaz nditengereiwo mubhedha uyu,-1
mai ngavaende kumusha avo,1
muchiripo here mukoma,0
aimbova mazwi wachiwenga akachekwa akapiwa mutumwa,-1
aribhoo uyu,0
kungojeka kwete chete kwete kutonga britian asi kwete kutonga harare bulawayo nairobi lusaka dar es salaam vanhu vanhu zvinhu zvehudzvanyiriri izvi zvakabva zvauya ndokubata chibharo nekuparadza nyika,-1
shadaya ari kutanda botso arikutoda magate madzimai,-1
munemi moga baba,-1
ndakambozvitaura kuti vanhu vekum m vangouya panapa voti register to vote ruzhinji rwakutova hyper,1
dhakwa hako naye every weekend but haade kuroora mukadzi chidhakwa uyu,-1
ndikutoshayawo kuti mwari vachandipawo wangu anobva kwavari rini,0
ma musk ainakisa nekushatisa vanhu face unveiling work face musk wongororo memo,-1
iweka munhu angabva arasa vanhu here,-1
ndobvisa mombe,-1
ah wonderful so long uchiziva kuti mai vako ndevezanu bho,1
kutya mwari zvinokosha nylon active shorts tan us40 saizi swipe kusvika pekupedzisira pic harare zimbabwe,0
dr madambi that man is something else aipisa mdara uyu fanike nyaya dzerez,1
tose ngatirangarirei kuti mukadzi ndiye mukadzi akabikira huipi general chiwenga muna 2008 vanhu vakanzi nemhuru uye arive seri rive rike riitise kuuraya nekuparadza ndichangopeta maoko angu,-1
pane mumwe akambotizirwa muxana aine nhumbu yeumweo muface blaz ongozirwa ikatoti chirega hako ku dzokera ndanga ndatoudza vanhu kuti ndaane mukadzi kkkk vakazongosiyana at the end,-1
baba tambirai miteuro yedu chimanimani yakayeredzwa nemvura takamirira mhinduro musi waichadzika mugamuchire shoko ratakatumira,1
murikuti kudii nezva baba harare,-1
iyo nguva yekurwisana muri kuiwanepi iye nevamwe vake vari munjere simba racho munowanepi ivo vanhu vasati varegister kuvhota,-1
shadaya and violence inorwadza kikky ngaangosiya iyo diss slide,-1
first books of the bible was political talk of vana elijah elisha david the book of judges vatongi it s about politics asi java hasi hake,0
vanhu vano poster ma pic everyday vari pacampus mune dzimba dzamunogara here imi,-1
your vatoriko zvema shuwa vanhu ava kkk,0
haana kana cent raanoenda naro uyu,-1
muri serious here imi vanhu,-1
kkkkk usakuvadze vana,-1
handis kuti chii kana kuti chii asi varume if she is non virgin it won t hurt kungonoti on behalf of vakandibatira basa mombe ndidzodzi mama men,-1
vana vanakirwa ava,1
if it wasnæt for people munhu ndichimuzvuva muchimota ivo vakazomhanya dai vakatoenda nesaga rehuku vanhu vaungana vese vakuchinja mastatement arrgh,-1
kuafrica whenever i m out of zimbabwe kumba ku africa,1
zvinoshamisa vanhu vari kutotenga as we speak wangu holy mari ne r peels mutsvene anozikanwa,0
ndoozveti but hura pushes me to hustle,-1
hoo ndiwe uyu,0
2023 ndokupera kwako baba harare uchasvunura zizi ra chamisa,-1
dzimwe nguva dzimwe nguva vanongochinja se weather though everything will be flowing smoothly,-1
problem yenyu one you think things will change in this country nekungotarira hura kuchikoro kusvika asungwa was a good example to everyone she s practicing her rights iwe kana mwana uyu achikubhowa baya iwewe siya mwana arirwe musoro bhangu nxaaaa,-1
vasikana vari serious variko asi vane vana kumba,1
hakuna kana benefit baba worse mereji inotora makore asina otanga kunyenga nema ex day,-1
sadza ne highfiridzi,0
chero gvt ikaramba ichibhadhara mabidders murtgs nebank rate mitengo icharamba yakadai hapana chakafanana nerufu inflating tengesai huku dzenyu ne 5 tione kuti munozotenga kusvira hukwana nema feeds acho here hurumende inofanirwa kubhadhara neusd kuti kupenga uku system haina kururama,1
xko jojo tank boe hre apa vanhu varikutoridya rakadaro wena,-1
mwana wevhu ngaatendeuke kuzvivi nguva ichipo,1
posting about muting or blocking shadaya kungotsvakao mbiri hako,0
mbavha dzevanhu,1
from zambezi to limpopo and beyond we develop winning teams,1
hatidye elon musk or internet we need to be food enough for food security check list of sdg s in chronological order pfumvudza hatimire hauende painternet nenzizi zvikapera mushe zambia ine chikafu chinokwana saka ngavaite basa iroro,0
he must be precise anoda ma 15 years uyu,-1
mai vangu shava iwe pavana 32 or so vaanonzi anavo waiona pese paaivhura zip tsitsitsitsi,1
bhasikoro dzvuku ipapo mkoma hudula pengere imwe mombe ye zwitter get together,0
totenda kuti watengera vana vako upfu,1
its about the lies ko munhu angati kudzimwa kwemagetsi kwakonzeriswa nekusimudzira kwehupfumi here what activities hatisi vanawe kana madumudum wazvinzwa here,-1
no such thing will ever happen infact chipati chembavha zanu pf will be history by 3nd of 2023 mbavha inochitungamirira and all side kick will be in prison,1
chopenga chi blas ichi going around mucho threatena vanhu over a tweet nxaaa,0
dinha anotora maawa angada kusvika mana kubva ku kuti anzwe anorega a musha musha rose rachamisa raanogona akapfeka yellow ruvara rwekufamba kwaari uye achifara mumhepo,1
kkkkkkk dimpi anonyima nyama,-1
uyu anorwara uyu dzinga mai vako vakakubereka vakakuyamwisa vakakureera vanhu vangangobatsirana vanoda kuisa maridza kusvika pakadaro,0
famba baba harare,1
coz uchazviita nyore nyore groom hello baba mombe magrocery majackets nema sinh amomz zvese sorted asi pamari haa 5k ma1 ndokwanisa 4 1k but ndine 3 5k cash now ndokusweyai balance later baba okay hais ngozi yutt kanda gauro fast mucheke keke tidhakwe,1
aiwa regai timutezere muchakudya makuti kudya sadza its gay tikazofa nekuuraya,1
honestly mwonzora is simply laying bare facts asi vari kurwa ndivana hopuweru vachitora mukana we vavo vane vasikana vane simba rakambodyambo onetse kuti vaone zvaanotaura,1
am honest and practical question perm sec kungomirira,1
2028 zanu inenge ichipo there is no way ccc will win with this kind of thinking imbwa dzofunga kuti dzatobata tsuro dzave kurumana dzoga tsuro inorova pasi,-1
harare people dont relate nekuti magetsi acho havatomazive,-1
vanoenderera vana venyu ava,-1
zvamakati job akaisirwa muchetura maybe arikuferefetwa pfungwa iyi ndivo vanovigira wiwa chikafu,0
vanenge vasingabude mumaporofita mai avo kikiki,0
woendawo nebabe rako ripfupi kuchurch woona eee rakudhonzwa nausher richinzi vana vanogara uko,-1
chirungu handicho chanzarwo vanhu vakushamisika na baba harare kut handivo vanyora kkkkkkkk,1
vanhu vanodya polony muri normal here,0
anoda vanhu,1
shadaya anovenga murume uye shoko rake harivaremekedzi iye vanhu vakadzokera kurufu mufungire pamusoro mudzvanyiriri wevakadzi ini ndinomuitira kune yakabatanidzwa snap,-1
shuwa mota yegofundme me chamisa bullet proof iripi,1
abuditsisa mwana wevanhu dziwa haa kudaka,-1
army zimbabwe ma best before nenza fut pfuti inoda wakaguta usina stress ye rent,-1
chinhu chavasina kutaura nemichero vachizvikudza pekuti varimikurumidza sei chibage chibage kugmb mitengo mitsva yeusd,-1
team zanupf vari ryt ryt here vanhu ava,-1
mmm musadaro mwana veduwe,-1
ndiyani munhu uyu,0
dhadharinonaka kupfura huku rinogona kukunakira kusvika pakuti musoro wacho urip pedzise,1
haaa manyanya kudzedzesa vanongoita ma dna oinda nevana vake mhiri kwemakumbo mumakumbo mukaita mukana chekudzidzisa vana venyu at least vanosara ne something yaa kuroora i basa ukasachenjera nevana vako vanotambura wafunga zvekusiyana na mai vacho,-1
chamisa nambuya mukadzi wake,-1
kuita mwana wegrace kunge chatunga mai mukudzei,1
zimboz gore rinouya rakamirira vambimbi kuti ashandire kuti varipo vasvika padombo rebasa kupfungwa kweshadaya nesocial media muchashaya anoimbirayi vapedzwa nemukomana hameno henyu,-1
kufunga kusvetuka gym ááááááááááááááááááááááááááááááááááááááááá34 zvino pano zvinopa kuzoti muimba yekuwana imba inozova muimba yekutambira,1
chero vakanzi vakuridza mahara havapedze kuridza mushow macho mune vanhu more than 10,0
struggle musimboti itengewo ma laptop ku first psc kwaanoita 450 kwete avo e 9700 usd or kuti vape one of the universities a token of appreciation to be their civls consultant pane kupa vanhu 70m usd kune a non existant company to do it,0
hopewell nhubu yakaparadza chamisa neccc yake,-1
chero vanhu vakagochana pamoto vari vapenyu ini i will vote for nelson next year,1
wotongotambira mukwasha kana auya mwana haarambwe,1
uyuwo uyu anouya kusafunga shuwa haana musoro zvedi ndosaka tichiti zanu inokwadza vanhu brain ari kutambura nemhosva anoda rubatsiro,-1
vana muroora wa putin ava,0
budai mu harare harare ine varidzi,0
havade kubvunzurudza kuti vafunge zera ravo blog yavo yevafambidzani,-1
varume vashadaya havazvifungire vega kumirira kupfudza mumwe murume,-1
huya apa ndopazvakaitikira,1
huya kana uchida,1
hatisikumira baba,1
vancube mumiriri wezanu pf kugokwe kana mudare reparamende vataura mashoko aya apo aitaura nenhengo dzebato riri kutonga pamusangano wepakati pematunhu egweru guru guru remidlands,1
uyu mupengo mbuya dai vakangoisa william to lead renege zi racist iri futi,-1
maothers vana many more,1
chokwadi chiremba apa tine vanhu mumo imomo youth its sad,-1
usaseke vanhu vakuru,-1
saka nekuti uri inlove u should make stupid decisions and tofana kukunzwisisa ndozvamuri kutaura here baba tirikuti ehe uri mulove but just know whatever decision yaunoita urimo u have to be accountable for it kana yadzoka kuzokuruma ndosaka muchinzi haikona kuperera,1
winky d ndiye purofesa you can t be playing around nema lyrics eku area 51 pa twitter hai noo ma notes ma nyama,1
pakutoda toendesa vanhu kumalessons kwashadaya,0
unokuvadzis vanhu iwe we hav mushika shik boys pano and you are not shaft boys,-1
nhasi ukutonhora uyu,-1
yes muharare kutsvaga kutsvaga ye bitcoin,-1
this taxi guy afunga kuuraya shiri mbiri nedombo one anondisimudza first then the second customer pane imwe lodge in town a very elderly couple mufunge iya vanhu varikupisa kunze uku,1
aaah vanhu vanojairira president aaah,-1
corruption is the cornerstone of this system baba,1
you will be like æboys mukuona chii munhu uyu iwife material æ,1
pamwe havana vana vanoendawo kuuni,0
kuraramira vanhu,0
dai pasina macondom ungadai une vana vangani,-1
bvunza hako saw some pple in town ndofunga katove kamental dysfunctional katovepo nepisiro wavepo uyu,-1
holy ten akazadza show kujerera vanhu ava more than 1000 deii wati ana kikky panogona kushaya kana 1 munhu anouya ku show iyoyo,0
hehe unondi rovesa na nhingi pano ndaita mwana,0
uyo mdhara siyanai naye asi matest ake ndaiacheka uyu ndiye wandiri kuda kusungisa next year uyu,-1
iwe na manyengavana ndiwe unofunga kuti social media ndeye zanu vana satan mumuromo mune ndebvu xxxa,-1
chirongwa chemari kuvaka nedura redura rebeitbridge masvingo harare chiri kuitwa nekuzivisa mariri uye chiri kutsigirwa nemari yokutumira aya ndiwo bitumen world fossil contracting masimba construction exodus company uye tensor systems,1
